0,turns a potentially interesting idea into an excruciating film school experience that plays better only for the film's publicists or for people who take as many drugs as the film's characters
0,solondz may well be the only one laughing at his own joke
0,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .
0,there is more than one joke about putting the toilet seat down . and that should tell you everything you need to know about all the queen's men .
1,compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children .
0,"egoyan's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose ."
1,"a vivid , sometimes surreal , glimpse into the mysteries of human behavior ."
1,"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling ."
1,a keep-'em-guessing plot and an affectionate take on its screwed-up characters .
1,"a solid cast , assured direction and complete lack of modern day irony ."
0,"it's like a drive-by . you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise ."
1,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results ."
0,i can't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .
0,"a puzzle whose pieces do not fit . some are fascinating and others are not , and in the end , it is almost a good movie ."
0,the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . '
1,"may be far from the best of the series , but it's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation ."
0,"ritchie's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people's faces to the fact amber is such a joke ."
1,it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .
0,"the venezuelans say things like "" si , pretty much "" and "" por favor , go home "" when talking to americans . that's muy loco , but no more ridiculous than most of the rest of "" dragonfly . """
1,"it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile ."
1,"wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars"
0,so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy .
1,"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors ."
0,it's hard to imagine another director ever making his wife look so bad in a major movie .
1,morton deserves an oscar nomination .
1,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .
1,"an entertaining , if ultimately minor , thriller ."
1,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive "" missing thing . """
1,the film jolts the laughs from the audience--as if by cattle prod .
1,"there aren't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) , but "" elling "" manages to do all three quite well , making it one of the year's most enjoyable releases ."
1,it's an often-cute film but either needs more substance to fill the time or some judicious editing .
0,return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .
1,soderbergh skims the fat from the 1972 film . what's left is a rich stew of longing .
1,predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .
0,"none of this violates the letter of behan's book , but missing is its spirit , its ribald , full-throated humor ."
1,"watching these two actors play against each other so intensely , but with restraint , is a treat ."
0,seagal is painfully foolish in trying to hold onto what's left of his passe' chopsocky glory .
0,""" analyze that "" is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original ."
1,"[haynes'] homage to such films as "" all that heaven allows "" and "" imitation of life "" transcends them . simply put , "" far from heaven "" is a masterpiece ."
1,. . . the kind of entertainment that parents love to have their kids see .
1,great character interaction .
0,is it a comedy ? a drama ? a romance ? a cartoon ?
1,"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation ."
0,"woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the "" saving private ryan "" battle scenes before realizing steven spielberg got it right the first time ?"
0,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up ."
0,"that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks ."
1,"it's a lovely , sad dance highlighted by kwan's unique directing style ."
0,"flashy gadgets and whirling fight sequences may look cool , but they can't distract from the flawed support structure holding equilibrium up ."
1,"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway ."
0,"snoots will no doubt rally to its cause , trotting out threadbare standbys like 'masterpiece' and 'triumph' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers' time with a gobbler like this ."
0,"an appalling 'ace ventura' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton . if any of them list this 'credit' on their resumes in the future , that'll be much funnier than anything in the film . . ."
1,will warm your heart without making you feel guilty about it .
1,"streamlined to a tight , brisk 85-minute screwball thriller , "" big trouble "" is funny , harmless and as substantial as a tub of popcorn with extra butter ."
1,it's both a necessary political work and a fascinating documentary . . .
0,"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck ."
1,"remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it's an adventure story and history lesson all in one ."
0,a crude teen-oriented variation on a theme that the playwright craig lucas explored with infinitely more grace and eloquence in his prelude to a kiss .
0,what little grace [rifkin's] tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .
1,the wild thornberrys movie is a jolly surprise .
0,"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought ."
0,an uneven look into a grim future that doesn't come close to the level of intelligence and visual splendour that can be seen in other films based on philip k . dick stories .
1,it's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .
1,the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .
1,"lathan and diggs have considerable personal charm , and their screen rapport makes the old story seem new ."
0,it's just a little too self-satisfied .
1,"entirely suspenseful , extremely well-paced and ultimately . . . dare i say , entertaining !"
1,a surprisingly 'solid' achievement by director malcolm d . lee and writer john ridley .
1,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .
0,"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that's sultry linda fiorentino doing the same thing ."
1,"spielberg's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later ."
1,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it's an eye-opener ."
0,"cassavetes thinks he's making dog day afternoon with a cause , but all he's done is to reduce everything he touches to a shrill , didactic cartoon ."
1,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap ."
0,at once half-baked and overheated .
0,this charmless nonsense ensues amid clanging film references that make jay and silent bob's excellent adventure seem understated .
1,"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone ."
1,"frida isn't that much different from many a hollywood romance . what sets it apart is the vision that taymor , the avant garde director of broadway's the lion king and the film titus , brings ."
0,this is standard crime drama fare . . . instantly forgettable and thoroughly dull .
0,a domestic melodrama with weak dialogue and biopic cliches .
1,a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .
0,this sort of cute and cloying material is far from zhang's forte and it shows .
0,not a stereotype is omitted nor a cliché left unsaid .
1,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama ."
0,"at times , it actually hurts to watch ."
0,. . . the movie is just a plain old monster .
1,"some movies blend together as they become distant memories . mention "" solaris "" five years from now and i'm sure those who saw it will have an opinion to share ."
0,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be ."
1,"it may sound like a mere disease-of- the-week tv movie , but a song for martin is made infinitely more wrenching by the performances of real-life spouses seldahl and wollter ."
1,there has been much puzzlement among critics about what the election symbolizes . i believe the message is in the messenger : the agent is a woman .
0,"if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special ."
1,manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .
1,raimi and his team couldn't have done any better in bringing the story of spider-man to the big screen .
1,"a warm but realistic meditation on friendship , family and affection ."
0,the plot convolutions ultimately add up to nothing more than jerking the audience's chain .
1,deliciously mean-spirited and wryly observant .
0,"despite some comic sparks , welcome to collinwood never catches fire ."
1,features fincher's characteristically startling visual style and an almost palpable sense of intensity .
1,enticing and often funny documentary .
0,"when your subject is illusion versus reality , shouldn't the reality seem at least passably real ?"
1,a modest masterpiece .
0,"in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries . '"
0,"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs ."
1,"for a debut film , skin of man , heart of beast feels unusually assured ."
1,"if you're in the mood for a bollywood film , here's one for you ."
1,a marvellous journey from childhood idealism to adolescent self-absorption .
1,"it has the ability to offend and put off everyone , but it holds you with its outrageousness ."
1,"it's the kind of movie that , aside from robert altman , spike lee , the coen brothers and a few others , our moviemakers don't make often enough ."
0,i can't say this enough : this movie is about an adult male dressed in pink jammies .
0,"during the tuxedo's 90 minutes of screen time , there isn't one true 'chan moment' ."
0,"ritchie may not have a novel thought in his head , but he knows how to pose madonna ."
1,"at times funny and at other times candidly revealing , it's an intriguing look at two performers who put themselves out there because they love what they do ."
0,"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time ."
1,harks back to a time when movies had more to do with imagination than market research .
0,"it's hard to quibble with a flick boasting this many genuine cackles , but notorious c . h . o . still feels like a promising work-in-progress ."
1,"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry ."
1,"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives ."
0,i didn't believe for a moment in these villains or their plot .
1,kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .
1,cletis is playful but highly studied and dependent for its success on a patient viewer .
1,"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew ."
0,represents something very close to the nadir of the thriller/horror genre .
0,the isolated moments of creative insanity finally are lost in the thin soup of canned humor .
1,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that ."
1,"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch ."
1,"it's a beautiful film , full of elaborate and twisted characters - and it's also pretty funny ."
0,includes too much obvious padding .
0,". . . generically , forgettably pleasant from start to finish ."
1,a pleasant piece of escapist entertainment .
0,"it's tough being a black man in america , especially when the man has taken away your car , your work-hours and denied you health insurance ."
0,"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme ."
0,teen movies have really hit the skids .
0,"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient ."
1,"sillier , cuter , and shorter than the first ( as best i remember ) , but still a very good time at the cinema ."
1,audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .
0,davis . . . is so enamored of her own creation that she can't see how insufferable the character is .
0,"i can't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents . . ."
1,"its gross-out gags and colorful set pieces . . . are of course stultifyingly contrived and too stylized by half . still , it gets the job done -- a sleepy afternoon rental ."
1,"a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst ."
0,mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious .
1,martyr gets royally screwed and comes back for more .
1,"a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling ."
1,". . . a haunting vision , with images that seem more like disturbing hallucinations ."
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath ."
0,"even on those rare occasions when the narrator stops yammering , miller's hand often feels unsure ."
1,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .
0,the innocence of holiday cheer ain't what it used to be .
1,"contando com uma premissa curiosa , o filme mergulha o espectador em um clima de forte suspense , culminando em um desfecho que certamente fica na memória ."
0,"never quite transcends jokester status . . . and the punchline doesn't live up to barry's dead-eyed , perfectly chilled delivery ."
0,it's a mystery how the movie could be released in this condition .
1,"a very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth ."
1,"if you're in the right b-movie frame of mind , it may just scare the pants off you ."
1,"it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast ."
1,mark pellington's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .
0,it's so badly made on every level that i'm actually having a hard time believing people were paid to make it .
0,"not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely indulges in the worst elements of all of them ."
1,"it may be a no-brainer , but at least it's a funny no-brainer ."
0,they ought to be a whole lot scarier than they are in this tepid genre offering .
1,it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair .
1,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world ."
0,sex with strangers will shock many with its unblinking frankness . but what is missing from it all is a moral . what is the filmmakers' point ? why did they deem it necessary to document all this emotional misery ?
1,"captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper ."
1,a painfully funny ode to bad behavior .
1,aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil .
1,"is truth stranger than fiction ? in [screenwriter] charlie kaufman's world , truth and fiction are equally strange , and his for the taking ."
0,"professionally speaking , it's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller ."
0,witless and utterly pointless .
0,"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive ."
1,a conventional but heartwarming tale .
1,"poetry in motion captured on film . while it can be a bit repetitive , overall it's an entertaining and informative documentary ."
0,a bore that tends to hammer home every one of its points .
1,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , [jones] calls our attention to the inherent conflict between commerce and creativity ."
1,"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions ."
0,not one moment in the enterprise didn't make me want to lie down in a dark room with something cool to my brow .
1,". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps ."
1,"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters ."
0,"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through ."
0,"even film silliness needs a little gravity , beyond good hair and humping ."
1,"jaunty fun , with its celeb-strewn backdrop well used ."
1,succeeds only because bullock and grant were made to share the silver screen .
0,exhibits the shallow sensationalism characteristic of soap opera . . . more salacious telenovela than serious drama .
0,the sweetest thing leaves a bitter taste .
1,"the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time ."
1,"a depressing confirmation of everything those of us who don't object to the description "" unelected "" have suspected all along : george w . bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide ."
0,its characters are thinner than cardboard -- or even comic-book paper .
0,"what the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean ."
1,"this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success ."
0,"try as i may , i can't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , 'thank you ! ' when leguizamo finally plugged an irritating character late in the movie ."
0,labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .
0,glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel .
0,it's just rather leaden and dull .
1,kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .
0,anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going .
0,a crisply made movie that is no more than mildly amusing .
1,"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment ."
1,frequent flurries of creative belly laughs and genuinely enthusiastic performances . . . keep the movie slaloming through its hackneyed elements with enjoyable ease .
1,"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him ."
0,"fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent ."
1,resourceful and ingenious entertainment .
0,"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one ."
1,"yes , it's as good as you remember . in fact , even better ."
0,the world needs more filmmakers with passionate enthusiasms like martin scorsese . but it doesn't need gangs of new york .
0,'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . '
0,"being unique doesn't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke ."
1,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head ."
0,"maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this ."
1,"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies ."
0,"'linklater fans , or pretentious types who want to appear avant-garde will suck up to this project . . . '"
0,"if h . g . wells had a time machine and could take a look at his kin's reworked version , what would he say ? 'it looks good , sonny , but you missed the point . '"
1,"see it now , before the inevitable hollywood remake flattens out all its odd , intriguing wrinkles ."
1,"as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and believable ."
0,"busy urban comedy is clearly not zhang's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy ."
0,"while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle ."
0,"watching trouble every day , at least if you don't know what's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms ."
1,ozpetek's effort has the scope and shape of an especially well-executed television movie .
0,everything that was right about blade is wrong in its sequel .
0,as vulgar as it is banal .
0,the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .
0,"elaborate special effects take centre screen , so that the human story is pushed to one side ."
1,". . . a story we haven't seen on the big screen before , and it's a story that we as americans , and human beings , should know ."
0,"attal's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it's a wonder that he couldn't have brought something fresher to the proceedings simply by accident ."
1,"with a confrontational stance , todd solondz takes aim on political correctness and suburban families ."
1,"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon !"
1,"workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies ."
1,"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie weren't as beautifully shaped and as delicately calibrated in tone as it is ."
0,the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .
1,"though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters ."
1,oliveira seems to pursue silent film representation with every mournful composition .
0,comedy troupe broken lizard's first movie is very funny but too concerned with giving us a plot .
1,exciting and well-paced .
1,"what's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you ."
0,flounders due to the general sense that no two people working on the production had exactly the same thing in mind .
0,"there's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish ."
1,""" brown sugar "" admirably aspires to be more than another "" best man "" clone by weaving a theme throughout this funny film ."
1,"the pianist [is] a supremely hopeful cautionary tale of war's madness remembered that we , today , can prevent its tragic waste of life . here is a divine monument to a single man's struggle to regain his life , his dignity and his music ."
0,thoroughly awful .
1,stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .
0,"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes ."
0,interesting and thoroughly unfaithful version of carmen
0,this is so bad .
0,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .
1,"max pokes , provokes , takes expressionistic license and hits a nerve . . . as far as art is concerned , it's mission accomplished ."
0,a minor-league soccer remake of the longest yard .
1,"by not averting his eyes , solondz forces us to consider the unthinkable , the unacceptable , the unmentionable ."
1,much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .
1,"miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet ."
1,"'almodóvar logra un filme entrañable , lleno de compasión , comprensión , amor , amistad , esperanza y humanidad que es sencillamente inolvidable . '"
1,"full of detail about the man and his country , and is well worth seeing ."
0,a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .
0,"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling ."
1,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . it haunts , horrifies , startles and fascinates ; it is impossible to look away . ah yes , and then there's the music . . ."
0,"pretend it's a werewolf itself by avoiding eye contact and walking slowly away . it's fun , but it's a real howler ."
0,quick : who wants to see a comedy about shoddy airport security ?
0,possibly the most irresponsible picture ever released by a major film studio .
1,everyone should be able to appreciate the wonderful cinematography and naturalistic acting .
0,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time ."
1,it's as close as we'll ever come to looking through a photographer's viewfinder as he works .
1,"more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , soderbergh's solaris is a gorgeous and deceptively minimalist cinematic tone poem ."
1,"there are a couple of things that elevate "" glory "" above most of its ilk , most notably the mere presence of duvall ."
0,"this one is certainly well-meaning , but it's also simple-minded and contrived ."
1,"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution ."
0,the movie weighs no more than a glass of flat champagne .
1,[has] an immediacy and an intimacy that sucks you in and dares you not to believe it's all true .
1,"though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone ."
1,"even though it's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you can't help but get caught up in the thrill of the company's astonishing growth ."
1,"those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts ."
0,upper west sidey exercise in narcissism and self-congratulation disguised as a tribute .
0,the film ultimately offers nothing more than people in an urban jungle needing other people to survive . . .
1,"as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them ."
0,"[t]hose same extremes prevent us from taking its message seriously , and the stepford wives mentality doesn't work in a modern context ."
1,there are moments of hilarity to be had .
0,"a recipe for cinematic disaster . . . part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it's all bad ."
0,does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie doesn't quite fly . for starters , the story is just too slim ."
0,"what we have here isn't a disaster , exactly , but a very handsomely produced let-down ."
1,"successfully blended satire , high camp and yet another sexual taboo into a really funny movie ."
1,"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them ."
1,"there's a disreputable air about the whole thing , and that's what makes it irresistible ."
0,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing ."
0,this is just lazy writing . even kids deserve better .
1,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .
1,"passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly . . ."
0,godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess . . . in praise of love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating .
1,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries .
0,i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .
0,"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented ."
1,an unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see .
1,"the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally couldn't care less ."
0,all prints of this film should be sent to and buried on pluto .
1,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .
1,rarely does such high-profile talent serve such literate material .
1,"unlike lots of hollywood fluff , this has layered , well-developed characters and some surprises ."
0,"when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theater and shout , 'hey , kool-aid ! '"
1,"the entire movie has a truncated feeling , but what's available is lovely and lovable ."
0,oozes condescension from every pore .
1,"both heartbreaking and heartwarming . . . just a simple fable done in an artless sytle , but it's tremendously moving ."
1,it's an experience in understanding a unique culture that is presented with universal appeal .
